household_code,year,village_,district_,Age_head_,head_female_,Head_educ_,Head_born_village_,Head_belong_Biggest_caste_,Head_marital_status_,Max_HH_educ_,num_of_children_,num_of_male_adults_,num_of_female_adults_,num_of_elders_,aeu_,High_prod_imp_aeu_,low_prod_imp_aeu_,high_non_prod_imp_aeu_,low_non_prod_imp_aeu_,other_implements_aeu_,Total_imp_value_aeu_,Large_livstk_begin_val_aeu_,Small_livstk_begin_val_aeu_,V_small_livstk_begin_val_aeu_,Beehives_begin_val_aeu_,Tot_livstk_begin_val_aeu_,Large_livstk_end_val_aeu_,Small_livstk_end_val_aeu_,V_small_livstk_end_val_aeu_,Beehives_end_val_aeu_,Tot_livstk_end_val_aeu_,Crop_land_sqm_aeu_,Pasture_land_sqm_aeu_,Agroforestry_land_sqm_aeu_,Silvipasture_land_sqm_aeu_,Fallow_land_sqm_aeu_,Forest_land_sqm_aeu_,Land_rented_in_sqm_aeu_,Land_rented_out_sqm_aeu_,Other_land_sqm_aeu_,Total_land_owned_sqm_aeu_,Bank_saving_aeu_,Jewellery_aeu_,debt_aeu_,Serious_crop_fail_,Serious_crop_fail_severe_,Serious_illness_,Serious_illness_severe_,Death_adult_,Death_adult_severe_,land_loss_,Land_loss_severe_,Livestock_loss_,Livestock_loss_severe_,Oth_asset_loss_,Oth_asset_loss_severe_,wage_employ_loss_,wage_employ_loss_severe_,Costly_social_events_,Costly_social_events_severe_,Tot_for_inc_aeu_,For_cash_inc_aeu_,Tot_nonfor_env_inc_aeu_,Nonfor_env_cash_inc_aeu_,Forest_service_inc_aeu_,FUG_payment_inc_aeu_,Wage_forest_env_inc_aeu_,Tot_env_inc_aeu_,Env_cash_inc_aeu_,Tot_crop_inc_aeu_,Crop_cash_inc_aeu_,Tot_live_inc_aeu_,Live_cash_inc_aeu_,Remit_inc_aeu_,Gov_service_inc_aeu_,Gifts_inc_aeu_,Pension_inc_aeu_,Tot_suppot_inc_aeu_,Land_rent_out_inc_aeu_,Compensation_inc_aeu_,other_inc_aeu_,Tot_other_inc_aeu_,Biz_inc_aeu_,Wage_agri_inc_aeu_,Wage_unskll_off_farm_inc_aeu_,Wage_skill_off_farm_inc_aeu_,Other_wage_inc_aeu_,Tot_wage_inc_aeu_,Total_inc_aeu_,Total_cash_inc_aeu_
10113145,2006,Lete,Mustang,65,0,0,1,1,1,14,0,3,2,1,5.64,0,0,1241.134752,7322.695035,0,8563.829787,402393.617,496.4539007,14485.8156,283.6879433,417659.56,392801.4184,496.4539007,11365.24823,283.6879433,404946.81,3157.074468,0,0,0,2255.053191,0,0,225.4964539,90.19503546,5502.322695,70921.98582,26595.74468,2482.269504,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,6579.787234,0,169.6808511,0,195.035461,0,0,6944.5034,195.03546,7814.716312,1385.893686,11962.76596,4407.943743,0,0,0,0,0,108.1560284,0,19680.85106,19789.008,74886.12766,0,2273.93617,0,0,2273.9363,123671.0567,102937.9438
10125086,2006,Kunjo,Mustang,35,0,7,1,0,2,8,3,1,1,0,4.32,0,0,5555.555556,17708.33333,0,23263.88889,11574.07407,0,9976.851852,0,21550.926,11574.07407,0,8680.555556,0,20254.629,1118.75,0,0,0,471.0416667,0,588.7962963,0,176.6435185,1766.435185,5914.351852,60069.44444,37037.03704,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1815.972222,0,475.6944444,0,0,0,0,2291.6667,0,7131.944444,1203.556507,4206.018519,741.6153559,146476.1574,0,0,0,0,0,0,13415.0463,13415.046,19581.375,0,0,0,0,0,193102.2083,181417.7506
1023090,2006,Chainpur,Chitwan,65,0,8,0,0,1,10,1,1,3,1,5.24,0,190.8396947,2194.656489,992.3664122,0,3377.862595,44381.67939,858.778626,2022.900763,0,47263.359,40576.33588,896.9465649,2633.587786,0,44106.871,646.240458,0,0,0,129.2480916,0,0,0,193.8721374,969.360687,104.9618321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4705.916031,0,17028.24427,8503.118699,0,0,0,0,0,0,0,1345.419847,1345.4198,0,0,0,0,0,0,23079.58015,9848.538546
1023091,2006,Chainpur,Chitwan,72,0,0,0,1,1,12,0,1,1,2,3.48,0,718.3908046,2298.850575,4612.068966,0,7629.310345,34045.97701,5172.413793,689.6551724,0,39908.047,34080.45977,5172.413793,919.5402299,0,40172.414,2919.224138,0,0,0,0,0,0,0,389.2298851,3308.454023,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4706.321839,0,3563.505747,703.5015142,0,0,0,0,0,0,0,102.0114943,102.0115,0,0,0,0,0,0,8371.83908,805.5130085
1023082,2006,Chainpur,Chitwan,57,0,0,0,0,1,0,2,3,3,0,6.92,0,0,0,455.2023121,0,455.2023121,2962.427746,2846.820809,21.67630058,0,5830.9248,2962.427746,2846.820809,21.67630058,0,5830.9248,734.0245665,0,48.9349711,0,0,0,293.6098266,293.6098266,48.9349711,831.8945087,0,0,14450.86705,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,213.2947977,0,82.80346821,0,0,0,0,296.09827,0,-161.5606936,0,294.7976879,117.8769009,0,0,0,0,0,2543.352601,0,0,2543.3525,0,0,0,0,0,0,2972.687861,2661.229502
10112095,2006,Lete,Mustang,31,0,10,1,1,1,10,4,1,1,0,4.88,9938.52459,0,14959.01639,37295.08197,0,62192.62295,5122.95082,327.8688525,12704.91803,204.9180328,18360.656,0,327.8688525,12305.32787,204.9180328,12838.115,573.3606557,0,0,0,0,1094.590164,0,573.3606557,145.942623,1813.893443,82786.88525,12295.08197,27049.18033,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21451.84426,0,270.4918033,0,122.9508197,0,0,21845.287,122.95082,4566.598361,0,13104.5082,9549.295059,0,0,0,0,0,0,0,0,0,217424.9754,0,0,0,0,0,256941.3689,227097.2213
1023217,2006,Chainpur,Chitwan,37,0,12,0,0,1,12,1,2,1,1,4.96,504.0322581,302.4193548,6653.225806,5221.774194,0,12681.45161,16129.03226,705.6451613,0,0,16834.678,18145.16129,947.5806452,0,0,19092.742,1092.354839,0,0,0,0,0,0,0,68.27217742,1160.627016,4032.258065,0,10887.09677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,508.0645161,0,0,0,0,508.06451,0,1542.943548,48.47281463,3502.822581,2537.772382,0,0,0,24576.6129,24576.613,1008.064516,0,0,1008.0645,0,0,0,0,0,0,31138.50806,28170.92262
1023235,2006,Chainpur,Chitwan,41,0,0,0,1,1,8,3,1,3,0,6.28,0,477.7070064,159.2356688,684.7133758,0,1321.656051,15968.15287,5175.159236,1019.10828,0,22162.42,15949.04459,5652.866242,1942.675159,0,23544.586,134.8049363,0,0,0,0,0,808.8296178,0,26.96098726,161.7659236,79.61783439,0,1353.503185,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3152.866242,1853.503185,0,0,0,0,0,3152.8662,1853.5032,1340.44586,10.89272448,1202.707006,1084.21752,0,0,0,0,0,0,0,0,0,0,127.388535,0,0,0,127.38853,5823.407643,3076.001964
10113168,2006,Lete,Mustang,67,0,0,1,0,1,10,2,2,3,1,6.64,0,0,0,34.63855422,0,34.63855422,10015.06024,15105.42169,2620.481928,0,27740.963,10466.86747,20527.10843,2756.024096,0,33750,1264.186747,0,0,0,0,0,153.2228916,0,76.61144578,1340.798193,0,45180.72289,33734.93976,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10321.53614,826.8072289,302.7108434,0,0,0,0,10624.247,826.80725,5265.060241,0,14612.1988,8866.503214,0,0,0,0,0,0,0,17168.6747,17168.674,189.7400602,0,0,0,0,0,47859.92078,27051.7252
1023156,2006,Chainpur,Chitwan,70,0,0,0,1,3,15,0,3,2,1,5.96,0,503.3557047,1174.496644,889.261745,0,2567.114094,17953.02013,1342.281879,0,0,19295.303,35906.04027,1677.852349,0,0,37583.895,681.8053691,0,0,0,0,0,340.9026846,0,113.6342282,795.4395973,20.13422819,0,83892.61745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,377.5167785,0,0,0,0,0,0,377.51678,0,2147.651007,197.48515,4560.402685,2538.422819,30201.34228,83.89261745,838.9261745,9060.402685,9983.2217,0,0,0,0,6181.208054,0,0,0,0,0,53451.34228,49101.67978
1021002,2006,Hemja,Kaski,22,0,4,1,1,1,10,3,1,1,1,4.64,99137.93103,107.7586207,1465.517241,4267.241379,0,104978.4483,0,0,215.5172414,0,215.51724,0,0,172.4137931,0,172.41379,0,0,0,0,0,0,0,0,34.26724138,34.26724138,12931.03448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1858.836207,0,0,0,0,0,0,1858.8362,0,36.63793103,0,0,0,0,0,0,0,0,0,0,0,0,48491.37931,120.6896552,0,0,0,120.68965,50507.5431,48612.06897
10112085,2006,Lete,Mustang,58,0,10,1,1,1,10,0,2,2,0,3.76,1595.744681,265.9574468,8138.297872,25398.93617,0,35398.93617,29255.31915,0,5518.617021,0,34773.938,15691.48936,0,4973.404255,0,20664.895,2706.06383,0,0,0,0,0,0,0,135.2925532,2841.356383,89361.70213,11968.08511,45212.76596,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,24526.59574,0,0,0,239.3617021,0,0,24765.957,239.36171,8585.106383,0,29151.59574,15161.46199,0,0,0,0,0,0,0,36037.23404,36037.234,35062.98271,0,0,0,0,0,133602.8763,86501.04044
1023068,2006,Chainpur,Chitwan,42,0,9,0,1,1,9,2,2,1,0,4.6,0,260.8695652,1304.347826,434.7826087,0,2000,12760.86957,6739.130435,543.4782609,0,20043.479,13630.43478,6739.130435,630.4347826,0,21000,956.9978261,0,0,0,0,0,0,0,110.4228261,1067.420652,434.7826087,0,4347.826087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1451.086957,0,6.52173913,0,0,0,0,1457.6086,0,523.2608696,225.2959422,1960.652174,750.8880666,0,0,0,5217.391304,5217.3911,0,0,0,0,0,304.3478261,0,0,0,304.34784,9463.26087,6497.923139
1023163,2006,Chainpur,Chitwan,59,0,5,0,1,1,13,2,2,2,0,4.72,0,275.4237288,953.3898305,338.9830508,0,1567.79661,2224.576271,635.5932203,0,0,2860.1694,4131.355932,1271.186441,0,0,5402.5425,1793.591102,0,932.6673729,0,143.4872881,0,0,0,0,2869.745763,2118.644068,0,6355.932203,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292.3728814,0,0,0,0,292.37289,0,15995.02119,7069.383008,1387.711864,626.8629456,0,211.8644068,21.18644068,0,233.05084,0,0,0,0,-6991.525424,0,0,0,0,0,10916.63136,937.7713775
1023214,2006,Chainpur,Chitwan,44,0,10,1,0,1,10,1,2,3,0,5.64,0,301.4184397,0,1241.134752,0,1542.553191,5319.148936,1329.787234,1125.886525,0,7774.8228,4964.539007,1773.049645,372.3404255,0,7109.9292,21014.27305,0,0,0,0,60.04078014,0,0,1801.223404,22875.53723,0,0,886.5248227,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,813.8297872,0,811.1702128,0,0,0,0,1625,0,9904.609929,4858.282009,2906.205674,1434.202494,0,0,0,88.65248227,88.652481,0,0,1861.702128,1861.7021,0,0,0,0,0,0,16386.17021,8242.839113
10125020,2006,Kunjo,Mustang,75,0,0,1,1,1,10,0,2,1,1,3.6,0,444.4444444,5555.555556,19805.55556,0,25805.55556,13472.22222,26402.77778,11111.11111,0,50986.109,13472.22222,26402.77778,11611.11111,0,51486.109,2826.333333,0,0,0,0,0,0,282.6111111,138.8888889,2965.222222,63500,21083.33333,23611.11111,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11758.33333,0,1983.333333,0,0,0,3500,17241.666,3500,18154.16667,3926.420938,16969.44444,5909.219802,0,0,0,0,0,0,0,0,0,23164.35,0,0,0,0,0,75529.62778,36499.99074
1023141,2006,Chainpur,Chitwan,33,0,3,0,1,2,5,3,1,1,0,4.52,0,176.9911504,2212.389381,3650.442478,0,6039.823009,8849.557522,2411.504425,446.9026549,0,11707.965,10730.0885,2455.752212,230.0884956,0,13415.93,1048.853982,0,0,0,0,0,0,0,74.91814159,1123.772124,553.0973451,0,22123.89381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.37168142,0,0,0,0,66.371681,0,3516.59292,727.0459114,2757.743363,1368.210302,48730.0885,0,0,0,0,0,0,0,0,0,376.1061947,0,0,0,376.1062,55446.90265,51201.4509
1023185,2006,Chainpur,Chitwan,43,0,0,0,1,1,5,6,1,1,1,6.24,0,0,0,128.2051282,0,128.2051282,2884.615385,2564.102564,0,0,5448.7178,3365.384615,1923.076923,11.21794872,0,5299.6797,651.2115385,0,0,0,0,0,271.338141,0,54.26762821,705.4791667,0,0,801.2820513,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,418.2692308,0,173.0769231,0,0,0,0,591.34613,0,475.8012821,44.59243506,1487.179487,1252.361673,0,0,0,0,0,0,0,0,0,0,480.7692308,0,176.2820513,0,657.05127,3211.378205,1954.005391
1021112,2006,Hemja,Kaski,30,1,7,1,1,2,7,4,1,1,0,4.24,0,0,0,943.3962264,0,943.3962264,41273.58491,24882.07547,0,0,66155.664,26556.60377,22523.58491,47.16981132,0,49127.359,862.5,0,0,0,0,0,30,0,495,1357.5,0,0,35377.35849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1156.839623,0,3177.59434,0,0,0,0,4334.4341,0,12434.19811,5515.112467,14929.24528,8866.295209,23349.0566,0,35.37735849,0,35.377357,1403.301887,0,0,1403.3019,0,0,0,0,0,0,56485.61321,39169.14352
1021048,2006,Hemja,Kaski,36,0,10,1,0,1,10,2,1,1,1,4.04,495.049505,321.7821782,0,1138.613861,0,1955.445545,35148.51485,1237.623762,0,4455.445545,40841.586,38861.38614,0,0,4455.445545,43316.832,3486.980198,0,0,0,0,0,629.7029703,0,543.1188119,4030.09901,693.0693069,0,4950.49505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2966.584158,0,6695.049505,0,49.5049505,0,0,9711.1387,49.504951,18990.34653,3414.558241,8031.683168,4199.429196,0,0,1608.910891,49.5049505,1658.4159,841.5841584,0,495.049505,1336.6337,0,0,0,0,0,0,39728.21782,10658.54189
1023042,2006,Chainpur,Chitwan,63,0,0,0,0,1,15,0,2,3,0,4.72,0,211.8644068,953.3898305,741.5254237,0,1906.779661,16949.15254,0,1313.559322,0,18262.711,16101.69492,0,1737.288136,0,17838.982,1291.385593,0,0,0,0,0,0,717.4364407,143.4872881,1434.872881,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,-66.10169492,0,0,0,0,0,0,-66.101692,0,3041.101695,202.9783505,10011.65254,7355.197803,5720.338983,0,148.3050847,4449.152542,4597.4575,0,0,0,0,0,0,0,0,953.3898305,953.38983,24257.83898,18829.36259
1023116,2006,Chainpur,Chitwan,43,0,6,0,0,1,16,0,3,3,0,5.48,729.9270073,912.4087591,4927.007299,3777.372263,0,10346.71533,49452.55474,2189.781022,0,0,51642.336,52189.78102,2189.781022,0,0,54379.563,1081.391423,0,0,0,0,0,0,0,92.69069343,1174.082117,912.4087591,0,7299.270073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.84671533,0,498.1751825,0,0,0,0,531.02191,0,9278.193431,5483.97716,14414.9635,11310.48934,0,182.4817518,0,3722.627737,3905.1094,0,0,109.4890511,109.48905,0,0,0,0,0,0,28238.77737,20809.06504
10111028,2006,Lete,Mustang,52,0,2,1,1,1,9,1,1,3,0,4.56,548.245614,109.6491228,1535.087719,1578.947368,0,3771.929825,270175.4386,0,3969.298246,0,274144.75,230043.8596,0,5219.298246,0,235263.16,920.4166667,0,0,0,306.7982456,0,0,0,65.78947368,1293.004386,21929.82456,0,32894.73684,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15875,0,638.1578947,0,0,0,0,16513.158,0,2491.22807,0,45401.31579,36451.7211,0,0,0,0,0,0,0,0,0,70748.1875,0,0,0,0,0,135153.8893,107199.9086
10125143,2006,Kunjo,Mustang,39,0,6,1,0,1,8,1,4,2,0,6.96,0,502.8735632,3620.689655,3879.310345,0,8002.873563,48778.73563,0,3929.597701,0,52708.332,44324.71264,0,2816.091954,0,47140.805,1206.063218,0,0,0,402.0114943,201.0057471,0,0,107.7586207,1916.83908,83477.01149,3232.758621,7183.908046,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13984.48276,1724.137931,1898.706897,0,0,0,452.5862069,16335.775,2176.7241,9303.16092,0,12959.77011,0,0,0,0,0,0,0,0,330.4597701,330.45978,3060.038793,0,0,0,0,0,41989.20546,5567.222701
1023103,2006,Chainpur,Chitwan,48,0,0,0,1,1,6,3,1,1,0,4.28,0,257.0093458,0,1612.149533,0,1869.158879,16355.14019,1401.869159,1261.682243,0,19018.691,19859.81308,1401.869159,572.4299065,0,21834.111,553.8341121,0,0,0,0,0,0,0,79.11915888,632.953271,700.9345794,0,9345.794393,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,476.635514,0,0,0,0,0,210.2803738,686.91589,210.28038,1531.542056,0,2405.373832,796.7745486,0,0,0,0,0,0,0,1320.093458,1320.0935,0,876.1682243,0,672.8971963,0,1549.0654,7492.990654,3876.213801
1021096,2006,Hemja,Kaski,36,0,11,1,1,1,11,2,1,1,0,3.08,0,0,324.6753247,6948.051948,0,7272.727273,13636.36364,0,0,0,13636.363,15584.41558,0,0,0,15584.416,825.974026,82.5974026,0,0,0,0,0,0,61.94805195,970.5194805,974.025974,0,12987.01299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2907.467532,0,7650.974026,0,292.2077922,0,0,10850.649,292.20779,22200.81169,17071.94826,2485.714286,1279.37014,0,1298.701299,0,9740.25974,11038.961,0,0,0,0,0,0,0,0,0,0,46576.13636,29682.48723
1023027,2006,Chainpur,Chitwan,70,1,0,0,0,3,8,4,2,2,1,7.04,0,170.4545455,426.1363636,2130.681818,0,2727.272727,0,1732.954545,134.9431818,0,1867.8977,0,1392.045455,42.61363636,0,1434.6591,721.5127841,0,0,0,0,0,0,144.3025568,144.3025568,865.8153409,0,0,7102.272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1048.295455,0,498.5795455,0,0,0,0,1546.875,0,1306.818182,108.0015026,-56.81818182,-27.95945062,0,0,710.2272727,0,710.22729,0,0,0,0,31534.09091,156.25,0,0,0,156.25,35197.44318,32480.61023
10125029,2006,Kunjo,Mustang,61,0,0,1,1,3,10,2,3,2,0,5.84,0,0,0,1849.315068,0,1849.315068,2226.027397,0,1455.479452,0,3681.5068,3253.424658,3852.739726,1181.506849,0,8287.6709,1176.010274,0,0,0,348.4417808,0,827.5684932,0,11.50684932,1535.958904,2054.794521,0,10102.73973,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9701.19863,1417.808219,4875,0,0,0,0,14576.198,1417.8082,7457.191781,3047.898548,-760.2739726,0,0,0,85.61643836,0,85.61644,0,0,0,0,1027.294521,1309.931507,0,4366.438356,0,5676.3696,28062.39726,11254.98759
10125089,2006,Kunjo,Mustang,61,0,2,1,1,1,7,0,2,2,0,3.64,71.42857143,0,0,13.73626374,0,85.16483516,1785.714286,1043.956044,1263.736264,0,4093.4065,1373.626374,0,3186.813187,0,4560.4395,698.7912088,0,0,0,1956.675824,0,279.5054945,0,279.5054945,2934.972527,59890.10989,86538.46154,3296.703297,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139326.9231,98.9010989,350.2747253,0,0,0,0,139677.2,98.9011,1411.263736,0,5358.241758,869.4915632,21978.02198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168424.7253,22946.41464
1023020,2006,Chainpur,Chitwan,80,0,0,0,1,1,10,4,5,0,2,8.96,5580.357143,0,0,892.8571429,0,6473.214286,7388.392857,3069.196429,234.375,0,10691.964,7388.392857,4464.285714,284.5982143,0,12137.276,340.1417411,0,0,0,0,0,0,0,37.79352679,377.9352679,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1844.866071,0,0,0,0,0,0,1844.8661,0,-14.0625,0,2507.8125,998.4654944,1897.321429,0,0,0,0,0,0,0,0,9274.553571,167.4107143,0,0,0,167.41072,15677.90179,12337.75121
10113152,2006,Lete,Mustang,47,0,0,1,0,1,11,1,2,1,0,3.88,0,0,0,2706.185567,0,2706.185567,328350.5155,167.5257732,1417.525773,0,329935.56,319329.8969,167.5257732,128.8659794,0,319626.28,0,0,0,0,2163.453608,0,2163.453608,0,65.54123711,2228.994845,0,11597.93814,25773.19588,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,11590.20619,0,732.2164948,0,0,0,0,12322.423,0,1197.164948,0,-1969.072165,0,0,0,0,0,0,0,0,0,0,87988.62294,0,0,0,0,0,99539.1384,87988.62294
1023140,2006,Chainpur,Chitwan,63,0,0,0,1,1,10,3,3,2,0,6.8,0,0,2941.176471,0,0,2941.176471,8544.117647,1323.529412,30.88235294,0,9898.5293,8544.117647,441.1764706,233.8235294,0,9219.1172,597.5823529,0,0,0,0,0,0,0,49.79852941,647.3808824,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176.4705882,0,617.6470588,0,0,0,0,794.11768,0,345.1470588,44.53510436,2076.470588,1507.1564,0,0,0,0,0,0,0,0,0,0,117.6470588,0,0,0,117.64706,3333.382353,1669.338563
1023059,2006,Chainpur,Chitwan,41,0,9,0,1,1,9,2,1,2,1,5.4,0,92.59259259,2129.62963,1148.148148,0,3370.37037,19666.66667,3333.333333,0,0,23000,22629.62963,4074.074074,0,0,26703.703,197.5341667,0,313.5462963,0,0,0,313.5462963,0,62.70925926,573.7897222,3703.703704,0,5555.555556,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,133.3333333,0,822.2222222,38.88888889,296.2962963,0,0,1251.8518,335.18518,4946.472222,4182.682186,8914.027778,5874.894271,0,0,0,0,0,0,0,0,0,0,148.1481481,0,0,0,148.14815,15260.5,10540.90979
10113132,2006,Lete,Mustang,77,0,0,1,1,3,12,0,1,1,1,2.76,2536.231884,543.4782609,12717.3913,13278.98551,0,29076.08696,23550.72464,6702.898551,6340.57971,0,36594.203,10869.56522,6702.898551,7826.086957,0,25398.551,6082.753623,0,0,0,184.3115942,0,0,1474.601449,506.884058,6773.949275,22101.44928,114130.4348,18115.94203,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-836.9565217,0,6103.26087,0,0,0,0,5266.3042,0,6253.623188,932.4764547,10666.66667,8314.699793,0,0,2898.550725,326.0869565,3224.6377,724.6376812,0,59782.6087,60507.246,136218.2609,0,0,0,0,0,222136.7391,209197.3212
1021051,2006,Hemja,Kaski,48,1,3,0,1,3,13,0,3,1,0,4.08,0,0,2818.627451,2303.921569,0,5122.54902,5269.607843,0,122.5490196,0,5392.1567,4411.764706,0,980.3921569,0,5392.1567,623.4558824,0,0,0,0,0,0,0,374.0735294,997.5294118,7352.941176,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2264.705882,0,1433.823529,0,0,0,0,3698.5293,0,9028.921569,5465.03685,794.6078431,375.0171859,5147.058824,0,0,10171.56863,10171.568,0,0,73.52941176,73.529411,0,950.9803922,0,0,0,950.98041,29865.19608,22183.19129
1023199,2006,Chainpur,Chitwan,48,0,1,0,0,1,8,0,3,2,1,5.76,86.80555556,86.80555556,0,277.7777778,0,451.3888889,8854.166667,0,763.8888889,0,9618.0557,10069.44444,0,347.2222222,0,10416.667,382.1345486,0,0,0,587.8993056,0,0,0,29.39496528,999.4288194,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1416.666667,354.1666667,1000,0,0,0,0,2416.6667,354.16666,3769.097222,104.8803742,3395.833333,1975.127551,954.8611111,0,0,0,0,0,0,0,0,0,135.4166667,0,270.8333333,0,406.25,10942.70833,3795.285703
1023212,2006,Chainpur,Chitwan,46,0,0,0,1,1,8,2,2,1,0,4.88,0,102.4590164,0,512.295082,0,614.7540984,7213.114754,6147.540984,983.6065574,0,14344.263,10491.80328,8196.721311,1188.52459,0,19877.049,138.7827869,0,0,0,0,0,416.3483607,0,69.39139344,208.1741803,0,0,1844.262295,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,3802.254098,0,178.2786885,0,0,0,202.8688525,4183.4019,202.86885,1709.631148,0,3450.819672,925.2923323,0,0,0,0,0,0,0,0,0,0,922.1311475,0,0,0,922.13116,10265.98361,2050.292332
1021124,2006,Hemja,Kaski,27,1,5,0,1,2,5,4,1,1,0,3.96,505.0505051,126.2626263,0,1010.10101,0,1641.414141,29797.9798,2146.464646,0,0,31944.445,34343.43434,2651.515152,0,0,36994.949,1124.242424,0,0,0,0,0,642.4242424,321.2121212,32.12121212,1156.363636,303.030303,0,37121.21212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1655.30303,0,3842.80303,0,429.2929293,0,0,5927.3989,429.29294,2794.444444,0,9624.747475,6274.537887,14595.9596,63.13131313,0,0,63.131313,0,0,757.5757576,757.57574,0,0,0,0,0,0,33763.25758,22120.49748
10112099,2006,Lete,Mustang,38,0,10,1,1,1,10,2,1,1,0,3.64,8241.758242,412.0879121,28159.34066,62087.91209,0,98901.0989,0,0,6181.318681,0,6181.3188,0,0,5054.945055,0,5054.9448,559.0384615,0,0,0,279.5054945,0,0,559.0384615,69.86263736,908.4065934,0,0,54945.05495,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2777.472527,0,288.4615385,0,109.8901099,0,0,3175.8242,109.89011,1622.252747,0,2612.637363,53.59256128,0,0,0,0,0,0,0,16346.15385,16346.154,218071.5973,0,0,0,0,0,241828.4654,234581.2338
10125156,2006,Kunjo,Mustang,55,1,0,1,1,9,7,1,1,3,0,4.04,0,272.2772277,8391.089109,15841.58416,0,24504.9505,6930.693069,334.1584158,7425.742574,0,14690.594,4158.415842,334.1584158,6089.108911,0,10581.684,1385.173267,0,0,0,692.5742574,0,346.2871287,0,62.94554455,2140.693069,2475.247525,18564.35644,35148.51485,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15207.92079,0,2654.70297,0,0,0,0,17862.623,0,10574.25743,0,11076.73267,4285.820271,37128.71287,0,123.7623762,0,123.76237,0,0,2475.247525,2475.2476,19740.6,0,0,0,0,0,98981.93663,63754.14304
1021098,2006,Hemja,Kaski,58,0,0,1,1,1,11,0,3,4,0,6.84,0,0,3757.309942,2046.783626,0,5804.093567,19590.64327,0,0,0,19590.643,16959.06433,0,0,0,16959.064,297.5438596,0,0,0,18.59649123,18.59649123,148.7719298,0,0,334.7368421,29239.76608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1776.315789,0,1500,0,0,0,0,3276.3157,0,1926.425439,698.7904232,2265.350877,1301.717982,21198.83041,0,0,0,0,0,0,730.994152,730.99414,0,233.9181287,70.1754386,0,0,304.09357,29702.01023,24234.42653
1023080,2006,Chainpur,Chitwan,64,1,0,0,0,1,3,3,1,2,0,4.72,0,52.96610169,0,63.55932203,0,116.5254237,3474.576271,1843.220339,74.15254237,0,5391.9492,3474.576271,2944.915254,21.18644068,0,6440.6777,179.3591102,0,0,0,0,0,789.1800847,0,35.87182203,215.2309322,0,0,635.5932203,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1718.644068,0,305.0847458,0,0,0,0,2023.7288,0,706.3559322,279.4933545,35.80508475,0,0,0,0,0,0,0,0,0,0,0,953.3898305,0,0,0,953.38983,3719.279661,1232.883185
